2013,0.1
2013,0.27
2013,0.14
2013,0.36
2013,0.85
2013,0.3
2014,0.1
2014,0.28
2014,0.11
2014,0.35
2014,0.84
2014,0.31
2015,0.13
2015,0.29
2015,0.12
2015,0.32
2015,0.78
2015,0.3
2016,0.12
2016,0.28
2016,0.12
2016,0.33
2016,0.84
2016,0.29
2017,0.12
2017,0.14
2017,0.33
2017,0.84
